 .,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
444,NL,Nagaland,NL_Mokokchung,Mokokchung,2519,8,2377,61,73,0,0,0,0,,
445,NL,Nagaland,NL_Mon,Mon,1187,8,1142,15,22,0,0,0,0,,
446,NL,Nagaland,NL_Peren,Peren,998,0,971,6,21,0,0,0,0,,
447,NL,Nagaland,NL_Phek,Phek,644,1,615,19,9,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,1195,0,1178,14,3,0,0,0,0,,
449,NL,Nagaland,NL_Wokha,Wokha,470,10,429,11,20,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,634,6,600,16,12,0,0,0,0,,
0,OR,Odisha,OR_State Pool,State Pool,48793,195,48597,1,0,0,0,0,0,,
0,OR,Odisha,OR_Others,Others,0,0,0,0,0,0,0,0,0,,
451,OR,Odisha,OR_Angul,Angul,48115,18,47678,419,0,0,0,0,0,,
452,OR,Odisha,OR_Balangir,Balangir,29361,136,29094,131,0,0,0,0,0,,
453,OR,Odisha,OR_Balasore,Balasore,49463,106,48991,366,0,0,0,0,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,34941,263,34325,353,0,0,0,0,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,29724,89,29456,179,0,0,0,0,0,,
455,OR,Odisha,OR_Boudh,Boudh,14831,98,14620,113,0,0,0,0,0,,
457,OR,Odisha,OR_Cuttack,Cuttack,116577,266,115397,914,0,0,0,0,0,,
458,OR,Odisha,OR_Deogarh,Deogarh,8693,48,8592,53,0,0,0,0,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,22419,23,22131,265,0,0,0,0,0,,
460,OR,Odisha,OR_Gajapati,Gajapati,13285,36,13165,84,0,0,0,0,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,36823,7,36295,521,0,0,0,0,0,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,32421,40,32037,344,0,0,0,0,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,50770,117,50451,202,0,0,0,0,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,28844,91,28571,182,0,0,0,0,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,29097,195,28683,219,0,0,0,0,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,13776,125,13556,95,0,0,0,0,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,28189,30,27884,275,0,0,0,0,0,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,24456,32,24229,195,0,0,0,0,0,,
469,OR,Odisha,OR_Khordha,Khordha,252775,925,250086,1764,0,0,0,0,0,,
470,OR,Odisha,OR_Koraput,Koraput,23829,84,23661,84,0,0,0,0,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,12883,2,12830,51,0,0,0,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,49902,352,49239,311,0,0,0,0,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,27642,106,27443,93,0,0,0,0,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,28891,67,28595,229,0,0,0,0,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,27030,73,26866,91,0,0,0,0,0,,
476,OR,Odisha,OR_Puri,Puri,50534,41,50001,492,0,0,0,0,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,25072,52,24846,174,0,0,0,0,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,43760,360,43153,247,0,0,0,0,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,16992,169,16761,62,0,0,0,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,94795,1319,92790,686,0,0,0,0,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,60275,187,58245,1843,0,0,0,0,0,,
486,PB,Punjab,PB_Barnala,Barnala,7611,20,7234,357,0,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,51756,228,50104,1424,0,0,0,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,17090,49,16628,413,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,12332,66,11829,437,0,0,0,0,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,23686,42,23023,621,0,0,0,0,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,18145,65,17541,539,0,0,0,0,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,27145,43,26236,866,0,0,0,0,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,41691,175,40110,1406,0,0,0,0,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,79870,443,77479,1948,0,0,0,0,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,22322,83,21646,593,0,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,112529,289,109236,3004,0,0,0,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,17363,6,16964,393,0,0,0,0,0,,
498,PB,Punjab,PB_Moga,Moga,11094,25,10800,269,0,0,0,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,24862,55,24290,517,0,0,0,0,0,,
500,PB,Punjab,PB_Patiala,Patiala,63410,213,61483,1714,0,0,0,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,18478,185,17836,457,0,0,0,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,99141,734,97246,1161,0,0,0,0,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,14643,37,13744,862,0,0,0,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,13629,65,13155,409,0,0,0,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,22669,28,22102,539,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,10968,19,10550,399,0,0,0,0,0,,
768,PB,Punjab,PB_Malerkotla,Malerkotla,4044,4,3826,214,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,23907,106,23536,265,0,0,0,0,0,"2 case of TN has been transferred,so has been reduced from the total count.",
482,PY,Puducherry,PY_Mahe,Mahe,6797,2,6740,55,0,0,0,0,0,"1 case of KL have been transferred,so have been reduced from the total count",
483,PY,Puducherry,PY_Puducherry,Puducherry,131565,608,129423,1534,0,0,0,0,0,"209 cases(204 of TN, 1 of AP and 4 other) have been transferred,so have been reduced from the total count.[July 18]4 cases have transferred to TN and have been reduced from recovered cases.",
484,PY,Puducherry,PY_Yanam,Yanam,8809,44,8652,113,0,0,0,0,0,"2 cases of AP have been transferred,so have been reduced from the total count",
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,50301,98,49754,449,0,0,0,0,0,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,85250,146,84783,321,0,0,0,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,14839,42,14691,106,0,0,0,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,15329,7,15258,64,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,21517,13,21299,205,0,0,0,0,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,31459,1,31184,274,0,0,0,0,0,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,38472,82,38228,162,0,0,0,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,50805,85,50127,593,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,85,0,85,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,9715,0,9660,55,0,0,0,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,29520,24,29356,140,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,21014,34,20865,115,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,16037,87,15868,82,0,0,0,0,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,13975,7,13919,49,0,0,0,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,25578,29,25415,134,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,28198,3,28035,160,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,22551,5,22431,115,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,279039,648,276275,2116,0,0,0,0,0,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,17144,51,17025,68,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,10676,45,10553,78,0,0,0,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,17826,24,17594,208,0,0,0,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,19161,0,18980,181,0,0,0,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,142487,244,141079,1164,0,0,0,0,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,8971,1,8885,85,0,0,0,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,70186,34,69674,478,0,0,0,0,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,23887,56,23630,201,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,189,0,150,39,0,0,0,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,35856,0,35557,299,0,0,0,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,11926,13,11848,65,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,23233,90,22965,178,0,0,0,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,15826,1,15759,66,0,0,0,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,38167,17,37782,368,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,17462,67,17306,89,0,0,0,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,13343,15,13225,103,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,74788,119,73894,775,0,0,0,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,17188,12045,4917,148,78,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,836,754,72,1,9,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,6699,6244,438,2,15,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,5748,5567,137,19,25,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
576,TG,Telangana,TG_Adilabad,Adilabad,8645,8630,15,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,21729,21725,4,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
578,TG,Telangana,TG_Hyderabad,Hyderabad,206742,206414,305,23,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
579,TG,Telangana,TG_Jagtial,Jagtial,19466,19464,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
580,TG,Telangana,TG_Jangaon,Jangaon,9086,9085,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,7530,7530,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,7980,7954,25,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
583,TG,Telangana,TG_Kamareddy,Kamareddy,12687,12679,8,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
584,TG,Telangana,TG_Karimnagar,Karimnagar,34649,34633,16,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
585,TG,Telangana,TG_Khammam,Khammam,32246,32243,3,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,5256,5254,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,15269,15268,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,19155,19147,8,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
589,TG,Telangana,TG_Mancherial,Mancherial,19339,19338,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
590,TG,Telangana,TG_Medak,Medak,9932,9928,4,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,57471,57461,9,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
592,TG,Telangana,TG_Mulugu,Mulugu,7444,7442,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,13696,13694,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
594,TG,Telangana,TG_Nalgonda,Nalgonda,33300,33288,12,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
595,TG,Telangana,TG_Narayanpet,Narayanpet,3992,3991,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
596,TG,Telangana,TG_Nirmal,Nirmal,8281,8268,13,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
597,TG,Telangana,TG_Nizamabad,Nizamabad,23568,23538,30,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
598,TG,Telangana,TG_Peddapalli,Peddapalli,18821,18820,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,13847,13845,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,61117,61098,17,2,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
601,TG,Telangana,TG_Sangareddy,Sangareddy,23219,23213,6,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
602,TG,Telangana,TG_Siddipet,Siddipet,22324,22323,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
603,TG,Telangana,TG_Suryapet,Suryapet,20003,19979,24,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
604,TG,Telangana,TG_Vikarabad,Vikarabad,12506,12490,15,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,11065,11065,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,12336,12336,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,31860,31837,23,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,13734,13734,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,428,0,428,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,2527,6,2519,2,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,0,0,0,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,20119,43,19809,267,0,0,0,0,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,249512,1148,245706,2658,0,0,0,0,0,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,783237,3989,770179,9069,0,0,0,0,0,[July 22]: 444 backdated deceased entries added to Chennai in TN bulletin.,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,336179,1081,332480,2618,0,0,0,0,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,75161,186,74080,895,0,0,0,0,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,36539,83,36173,283,0,0,0,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,38355,208,37482,665,0,0,0,0,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,134354,470,133150,734,0,0,0,0,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,36839,19,36605,215,0,0,0,0,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,97315,69,95944,1302,0,0,0,0,0,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,88677,245,87347,1085,0,0,0,0,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,30036,56,29608,372,0,0,0,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,60688,283,60035,370,0,0,0,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,92516,187,91093,1236,0,0,0,0,0,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,25764,33,25356,375,0,0,0,0,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,68997,215,68248,534,0,0,0,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,42604,55,42323,226,0,0,0,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,14846,48,14549,249,0,0,0,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,35026,96,34504,426,0,0,0,0,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,24949,19,24562,368,0,0,0,0,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,55495,188,54520,787,0,0,0,0,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,129679,468,127449,1762,0,0,0,0,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,24687,146,24322,219,0,0,0,0,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,33610,126,32994,490,0,0,0,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,93084,147,91897,1040,0,0,0,0,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,51538,233,50772,533,0,0,0,0,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,152213,59,150214,1940,0,0,0,0,0,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,48662,115,48074,473,0,0,0,0,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,66812,201,66163,448,0,0,0,0,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,97182,196,95825,1161,0,0,0,0,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,65220,277,64498,445,0,0,0,0,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,35907,29,35245,633,0,0,0,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,130957,189,129716,1052,0,0,0,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,67814,58,67071,685,0,0,0,0,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,57807,68,56576,1163,0,0,0,0,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,55744,201,55176,367,0,0,0,0,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,58898,468,57875,555,0,0,0,0,0,,
736,TN,Tamil Nadu,TN_Mayiladuthurai,Mayiladuthurai,26930,88,26512,330,0,0,0,0,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,8883,144,8697,40,2,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,10136,255,9790,87,4,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,5378,88,5233,56,1,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,9229,131,9053,38,7,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,7765,86,7587,90,2,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,12773,333,12378,59,3,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,10478,179,10221,74,4,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,42103,241,41336,483,43,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,36660,22,36173,465,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,25827,37,25677,113,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,6256,18,6070,168,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,11698,7,11546,145,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,19644,67,19369,208,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,11135,6,10918,211,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,19422,77,19052,293,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,19811,12,19561,238,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,11335,34,11155,146,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,13631,2,13451,178,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,22822,6,22570,246,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,8295,2,8154,139,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,12352,5,12178,169,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,24106,19,23860,227,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,50691,57,50257,377,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,13292,16,12939,337,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,8679,5,8508,166,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,18519,4,18376,139,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,18162,69,17992,101,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,26972,59,26659,254,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,18145,13,17750,382,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,7900,6,7815,79,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,22855,15,22610,230,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,12222,1,12121,100,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,16105,11,15797,297,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,12109,5,11907,197,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,8619,1,8477,141,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,10818,5,10677,136,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,106542,528,105523,491,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,88514,188,87852,474,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,24267,9,23961,297,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,14556,13,14257,286,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,67727,116,66745,866,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,6356,0,6253,103,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,15474,13,15237,224,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,17910,12,17520,378,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,3777,5,3729,43,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,14161,2,13950,209,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,24907,38,24624,245,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,45180,35,44470,675,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,11087,9,10952,126,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,7244,1,7132,111,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,93966,45,91998,1923,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,4963,2,4906,55,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,4963,2,4888,73,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,16521,7,16279,235,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,30955,65,30586,304,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,15082,7,14941,134,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,302227,494,299037,2696,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,15301,39,15116,146,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,4566,0,4477,89,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,11772,1,11582,189,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,26254,15,25833,406,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,9093,7,8999,87,0,0,0,0,0,,
